url,city,value,you_save,discount_pct,num_sold,limited_quantity,sold_out,tipped_at,tips_with,started_at,weekday_start,duration,featured,category,likes
http://www.groupon.com/atlanta/deals/buckhead-saloon-atlanta,Atlanta,30,15,50,108,0,0,10:26:00,25,1/3/2011,Mon,1,1,Nightlife,14
http://www.groupon.com/atlanta/deals/european-body-wrap-atlanta,Atlanta,70,35,50,255,0,0,7:26:00,10,1/3/2011,Mon,1,0,Beauty & Spas,20
http://www.groupon.com/atlanta/deals/orchard-hills-golf-club-atlanta,Atlanta,99,54,55,352,0,0,8:41:00,20,1/3/2011,Mon,2,0,Health & Fitness,28
http://www.groupon.com/atlanta/deals/spa-bolena,Atlanta,65,35,54,501,0,0,7:15:00,20,1/3/2011,Mon,1,0,Beauty & Spas,27
http://www.groupon.com/atlanta/deals/the-stovall-house-atlanta,Atlanta,134,67,50,359,1,0,1:50:00,5,1/3/2011,Mon,2,0,Travel,36
http://www.groupon.com/atlanta/deals/indi-denim-atlanta,Atlanta,155,70,45,45,0,0,11:32:00,20,1/4/2011,Tue,1,0,Shopping,8
http://www.groupon.com/atlanta/deals/lightscapes-photography,Atlanta,150,75,50,210,0,0,6:25:00,5,1/4/2011,Tue,1,0,Professional Services,20
http://www.groupon.com/atlanta/deals/livemocha-atlanta,Atlanta,20,10,50,163,1,0,8:32:00,30,1/4/2011,Tue,1,0,Education,33
http://www.groupon.com/atlanta/deals/orange-leaf-frozen-yogurt,Atlanta,10,5,50,823,0,0,7:51:00,100,1/4/2011,Tue,1,0,Food & Drink,15
http://www.groupon.com/atlanta/deals/phoebes-boutique,Atlanta,50,25,50,3,0,0,NULL,15,1/4/2011,Tue,1,0,Shopping,2
http://www.groupon.com/atlanta/deals/seraphim-skin-care-atlanta,Atlanta,135,76,56,545,0,0,8:01:00,50,1/4/2011,Tue,1,1,Beauty & Spas,16
http://www.groupon.com/atlanta/deals/inner-peace-atlanta,Atlanta,40,22,55,95,0,0,8:45:00,20,1/5/2011,Wed,1,0,Health & Fitness,16
http://www.groupon.com/atlanta/deals/papis-grill,Atlanta,10,5,50,4749,0,0,5:30:00,100,1/5/2011,Wed,1,1,Restaurants,258
http://www.groupon.com/atlanta/deals/smile-bright-teeth-whitening-1,Atlanta,99,61,62,2074,1,0,6:55:00,50,1/5/2011,Wed,1,0,Health & Fitness,38
http://www.groupon.com/atlanta/deals/blackthorn-farms-llc-atlanta,Atlanta,160,91,57,145,0,0,0:45:00,5,1/6/2011,Thu,1,0,Arts and Entertainment,31
http://www.groupon.com/atlanta/deals/porto-bello-atlanta,Atlanta,50,25,50,595,0,0,7:00:00,25,1/6/2011,Thu,1,0,Restaurants,24
http://www.groupon.com/atlanta/deals/blue-ridge-helicopters,Atlanta,189,100,53,179,0,0,17:55:00,75,1/7/2011,Fri,3,0,Other,42
http://www.groupon.com/atlanta/deals/book-worm-bookstore,Atlanta,20,11,55,243,0,0,7:40:00,25,1/7/2011,Fri,3,0,Shopping,65
http://www.groupon.com/atlanta/deals/shear-talent-hair-designers-atlanta,Atlanta,55,35,64,99,0,0,9:21:00,20,1/7/2011,Fri,3,0,Beauty & Spas,5
http://www.groupon.com/atlanta/deals/deshotels-arms-atlanta,Atlanta,23,11,48,3026,0,0,5:40:00,25,1/6/2011,Thu,3,0,Arts and Entertainment,136
http://www.groupon.com/atlanta/deals/shape-medical-wellness-center-atlanta-1,Atlanta,175,116,66,348,0,0,6:16:00,200,1/6/2011,Thu,4,1,Health & Fitness,13
http://www.groupon.com/atlanta/deals/genki,Atlanta,30,15,50,4233,0,0,7:30:00,200,1/7/2011,Fri,3,1,Restaurants,55
http://www.groupon.com/atlanta/deals/fitorbit-atlanta,Atlanta,194,134,69,21,1,0,16:00:00,10,1/8/2011,Sat,2,0,Health & Fitness,0
http://www.groupon.com/atlanta/deals/a1-cleaning-extraordinaire,Atlanta,130,81,62,214,1,0,8:45:00,25,1/8/2011,Sat,2,1,Home Services,14
http://www.groupon.com/atlanta/deals/snip-its-1,Atlanta,17,9,53,922,0,0,7:30:00,25,1/8/2011,Sat,2,0,Beauty & Spas,100
http://www.groupon.com/atlanta/deals/capozzis-new-york-pizza-atlanta,Atlanta,15,8,53,1085,0,0,7:20:00,30,1/8/2011,Sat,1,0,Restaurants,30
http://www.groupon.com/atlanta/deals/ping-segars-salon-atlanta,Atlanta,250,151,60,71,1,0,10:31:00,20,1/9/2011,Sun,1,0,Beauty & Spas,6
http://www.groupon.com/atlanta/deals/ccc-atl,Atlanta,30,15,50,37,0,0,9:35:00,15,1/9/2011,Sun,1,0,Shopping,0
http://www.groupon.com/atlanta/deals/jgumbos-atlanta,Atlanta,10,5,50,444,0,0,7:05:00,20,1/9/2011,Sun,1,0,Restaurants,7
http://www.groupon.com/atlanta/deals/fitness-battalion-atlanta-1,Atlanta,140,105,75,315,0,0,10:00:00,50,1/9/2011,Sun,1,0,Health & Fitness,84
http://www.groupon.com/atlanta/deals/plastikos-1,Atlanta,75,40,53,514,1,0,10:10:00,100,1/9/2011,Sun,1,1,Beauty & Spas,12
http://www.groupon.com/atlanta/deals/strong-tower-pilates-atlanta,Atlanta,180,135,75,121,0,0,9:57:00,25,1/10/2011,Mon,2,0,Health & Fitness,36
http://www.groupon.com/atlanta/deals/name-a-star-atlanta,Atlanta,20,11,55,280,0,0,2:21:00,10,1/10/2011,Mon,1,0,Shopping,29
http://www.groupon.com/atlanta/deals/mosaic-atlanta,Atlanta,25,15,60,609,0,0,10:00:00,150,1/10/2011,Mon,2,0,Restaurants,12
http://www.groupon.com/atlanta/deals/pole-la-teaz-atlanta,Atlanta,70,40,57,377,1,0,9:37:00,50,1/10/2011,Mon,2,1,Health & Fitness,75
http://www.groupon.com/atlanta/deals/georgia-pga-atlanta,Atlanta,50,26,52,174,0,0,11:16:00,25,1/11/2011,Tue,1,0,Health & Fitness,17
http://www.groupon.com/atlanta/deals/copper-cove-quick-wash,Atlanta,42,21,50,206,0,0,11:15:00,50,1/11/2011,Tue,1,0,Automotive,5
http://www.groupon.com/atlanta/deals/ageless-remedies-atlanta,Atlanta,125,86,69,890,0,0,9:56:00,40,1/11/2011,Tue,2,0,Beauty & Spas,10
http://www.groupon.com/atlanta/deals/broadway-across-america-atlanta,Atlanta,174,94,54,433,1,0,10:45:00,50,1/11/2011,Tue,2,1,Arts and Entertainment,36
http://www.groupon.com/atlanta/deals/swan-coach-house-restaurant,Atlanta,25,13,52,1923,0,0,8:42:00,200,1/12/2011,Wed,1,1,Restaurants,57
http://www.groupon.com/atlanta/deals/royal-indian-cuisine-atlanta,Atlanta,20,10,50,449,0,0,7:45:00,25,1/12/2011,Wed,1,0,Restaurants,13
http://www.groupon.com/atlanta/deals/the-bead-hive-atlanta,Atlanta,20,10,50,292,0,0,8:41:00,30,1/12/2011,Wed,1,0,Shopping,24
http://www.groupon.com/atlanta/deals/invisalign-atlanta,Atlanta,345,296,86,159,0,0,9:41:00,30,1/12/2011,Wed,1,0,Health & Fitness,6
http://www.groupon.com/atlanta/deals/green-hut-spa,Atlanta,80,40,50,238,0,0,9:36:00,35,1/13/2011,Thu,2,0,Beauty & Spas,15
http://www.groupon.com/atlanta/deals/tah-cha-tea-house-atlanta,Atlanta,48,24,50,715,0,0,8:11:00,50,1/13/2011,Thu,2,1,Restaurants,72
http://www.groupon.com/atlanta/deals/fox-creek-golf-club-atlanta,Atlanta,161,82,51,209,0,0,14:57:00,75,1/13/2011,Thu,2,0,Health & Fitness,16
http://www.groupon.com/atlanta/deals/valentine-weight-loss-center,Atlanta,256,167,65,46,0,0,14:31:00,10,1/14/2011,Fri,3,0,Health & Fitness,15
http://www.groupon.com/atlanta/deals/olive-tree-atlanta,Atlanta,25,13,52,336,0,0,8:11:00,20,1/14/2011,Fri,3,0,Restaurants,41
http://www.groupon.com/atlanta/deals/carolyns-cupcakes,Atlanta,25,13,52,1045,0,0,8:25:00,100,1/14/2011,Fri,3,0,Food & Drink,56
http://www.groupon.com/atlanta/deals/creative-advanced-skin-care-atlanta,Atlanta,1620,1521,94,2511,1,0,7:10:00,50,1/14/2011,Fri,3,1,Beauty & Spas,75
http://www.groupon.com/atlanta/deals/cellar-56-atlanta-1,Atlanta,30,15,50,803,0,0,7:40:00,35,1/15/2011,Sat,2,1,Restaurants,54
http://www.groupon.com/atlanta/deals/gnc-atlanta-sandy-springs,Atlanta,40,21,53,917,0,0,7:36:00,50,1/15/2011,Sat,2,0,Health & Fitness,42
http://www.groupon.com/atlanta/deals/fresche-salon-atlanta,Atlanta,25,13,52,278,0,0,9:11:00,35,1/15/2011,Sat,2,0,Beauty & Spas,13
http://www.groupon.com/atlanta/deals/allure-dance-studio-atlanta,Atlanta,120,85,71,398,1,0,10:16:00,50,1/15/2011,Sat,2,0,Arts and Entertainment,55
http://www.groupon.com/atlanta/deals/nutty-guys-atlanta-1,Atlanta,25,15,60,511,0,0,2:10:00,10,1/16/2011,Sun,1,0,Food & Drink,13
http://www.groupon.com/atlanta/deals/mixbook-atlanta,Atlanta,50,35,70,1089,0,0,7:20:00,25,1/16/2011,Sun,1,0,Shopping,54
http://www.groupon.com/atlanta/deals/atlanta-zumba-dance,Atlanta,48,33,69,1279,0,0,7:35:00,30,1/16/2011,Sun,1,1,Health & Fitness,147
http://www.groupon.com/atlanta/deals/posh-salon-spa,Atlanta,60,35,58,325,1,0,8:37:00,25,1/17/2011,Mon,1,0,Beauty & Spas,22
http://www.groupon.com/atlanta/deals/granger-dental-spa,Atlanta,400,341,85,137,0,0,8:57:00,10,1/17/2011,Mon,1,0,Health & Fitness,26
http://www.groupon.com/atlanta/deals/decorating-mart,Atlanta,100,65,65,1041,0,0,7:11:00,15,1/17/2011,Mon,1,0,Shopping,94
http://www.groupon.com/atlanta/deals/bibas-italian-restaurant,Atlanta,20,10,50,867,0,0,7:25:00,25,1/17/2011,Mon,1,0,Restaurants,55
http://www.groupon.com/atlanta/deals/the-pecan,Atlanta,20,10,50,246,0,0,9:37:00,50,1/17/2011,Mon,1,1,Restaurants,20
http://www.groupon.com/atlanta/deals/james-madison-salon,Atlanta,110,71,65,521,1,0,8:52:00,50,1/17/2011,Mon,1,0,Beauty & Spas,36
http://www.groupon.com/atlanta/deals/jai-shanti-yoga-atlanta,Atlanta,70,35,50,390,0,0,11:16:00,100,1/18/2011,Tue,1,1,Health & Fitness,90
http://www.groupon.com/atlanta/deals/partners-pizza,Atlanta,15,8,53,3324,0,0,6:15:00,30,1/18/2011,Tue,1,0,Other,349
http://www.groupon.com/atlanta/deals/the-beer-connoisseur-magazine,Atlanta,40,20,50,295,0,0,8:16:00,25,1/18/2011,Tue,1,0,Shopping,28
http://www.groupon.com/atlanta/deals/montenero-photography-atlanta,Atlanta,199,110,55,78,1,0,9:28:00,25,1/18/2011,Tue,1,0,Professional Services,18
http://www.groupon.com/atlanta/deals/the-cages-winder,Atlanta,85,60,71,44,0,0,10:22:00,10,1/18/2011,Tue,1,0,Health & Fitness,16
http://www.groupon.com/atlanta/deals/cafe-lapin-1,Atlanta,25,15,60,1477,0,0,3:27:00,30,1/19/2011,Wed,1,1,Restaurants,29
http://www.groupon.com/atlanta/deals/browz-makeup-bar-atlanta,Atlanta,50,25,50,27,0,0,19:07:00,20,1/19/2011,Wed,1,0,Beauty & Spas,22
http://www.groupon.com/atlanta/deals/indochino-atlanta,Atlanta,150,100,67,93,0,0,10:10:00,15,1/19/2011,Wed,1,0,Shopping,10
http://www.groupon.com/atlanta/deals/novo-total-wellness,Atlanta,98,74,76,25,0,0,13:51:00,15,1/19/2011,Wed,1,0,Health & Fitness,6
http://www.groupon.com/atlanta/deals/taco-rancho-1,Atlanta,15,8,53,227,0,0,7:25:00,25,1/19/2011,Wed,1,0,Restaurants,17
http://www.groupon.com/atlanta/deals/horizon-health-care-group,Atlanta,750,375,50,3,0,0,8:52:00,2,1/19/2011,Wed,3,0,Health & Fitness,3
http://www.groupon.com/atlanta/deals/laser-body-slimming-atlanta,Atlanta,1200,601,50,63,0,0,7:26:00,2,1/19/2011,Wed,5,0,Beauty & Spas,10
http://www.groupon.com/atlanta/deals/shapes-yoga-studio,Atlanta,60,40,67,26,0,0,11:06:00,15,1/20/2011,Thu,1,0,Health & Fitness,0
http://www.groupon.com/atlanta/deals/upscale-fashions-inc,Atlanta,40,20,50,26,0,0,16:45:00,20,1/20/2011,Thu,1,0,Shopping,8
http://www.groupon.com/atlanta/deals/thunderbird-inn-1,Atlanta,159,114,72,200,1,1,8:11:00,10,1/20/2011,Thu,4,0,Travel,30
http://www.groupon.com/atlanta/deals/myproduceguy,Atlanta,24,12,50,2811,0,0,8:07:00,300,1/20/2011,Thu,1,1,Food & Drink,158
http://www.groupon.com/atlanta/deals/havana-restaurant-atlanta,Atlanta,25,13,52,663,0,0,7:30:00,35,1/20/2011,Thu,1,0,Restaurants,44
http://www.groupon.com/atlanta/deals/chocoley-atlanta,Atlanta,30,15,50,179,1,0,8:27:00,50,1/20/2011,Thu,1,0,Food & Drink,6
http://www.groupon.com/atlanta/deals/georgia-vein-specialists,Atlanta,550,401,73,357,0,0,11:56:00,75,1/21/2011,Fri,3,0,Beauty & Spas,7
http://www.groupon.com/atlanta/deals/southern-landscape-supply,Atlanta,50,30,60,400,1,1,6:47:00,15,1/21/2011,Fri,3,0,Home Services,22
http://www.groupon.com/atlanta/deals/sweet-swing-golf-2,Atlanta,284,195,69,331,0,0,9:31:00,50,1/21/2011,Fri,3,0,Health & Fitness,19
http://www.groupon.com/atlanta/deals/kuma-japanese-steakhouse,Atlanta,25,15,60,862,0,0,7:06:00,15,1/21/2011,Fri,3,0,Restaurants,106
http://www.groupon.com/atlanta/deals/orig-audio-atlanta,Atlanta,50,30,60,132,0,0,8:57:00,20,1/21/2011,Fri,3,0,Arts and Entertainment,16
http://www.groupon.com/atlanta/deals/chimpsy-atlanta,Atlanta,125,76,61,371,0,0,8:52:00,20,1/21/2011,Fri,3,1,Arts and Entertainment,66
http://www.groupon.com/atlanta/deals/zap-pow-bam-atlanta,Atlanta,24,15,63,437,0,0,8:02:00,25,1/21/2011,Fri,3,0,Arts and Entertainment,96
http://www.groupon.com/atlanta/deals/skydive-georgia,Atlanta,229,115,50,352,0,0,8:47:00,10,1/22/2011,Sat,2,0,Arts and Entertainment,277
http://www.groupon.com/atlanta/deals/esquire-cleaners,Atlanta,30,15,50,468,0,0,8:36:00,50,1/22/2011,Sat,2,0,Professional Services,9
http://www.groupon.com/atlanta/deals/nectar-atlanta,Atlanta,20,10,50,724,0,0,7:35:00,50,1/22/2011,Sat,2,0,Restaurants,49
http://www.groupon.com/atlanta/deals/nazeem-studio-atlanta,Atlanta,60,35,58,649,0,0,8:57:00,40,1/22/2011,Sat,2,1,Arts and Entertainment,75
http://www.groupon.com/atlanta/deals/brasstown-valley-resort-2,Atlanta,345,176,51,2182,0,0,9:11:00,100,1/23/2011,Sun,3,1,Arts and Entertainment,164
http://www.groupon.com/atlanta/deals/pro-studio,Atlanta,142,107,75,123,0,0,8:18:00,15,1/24/2011,Mon,1,0,Professional Services,21
http://www.groupon.com/atlanta/deals/busylife-laundry-atlanta,Atlanta,82,54,66,18,0,0,11:17:00,10,1/24/2011,Mon,1,0,Home Services,5
http://www.groupon.com/atlanta/deals/mr-mobile,Atlanta,220,135,61,1136,1,0,8:02:00,100,1/24/2011,Mon,2,1,Automotive,24
http://www.groupon.com/atlanta/deals/karma-salon-spa,Atlanta,120,70,58,50,0,0,11:23:00,25,1/24/2011,Mon,1,0,Beauty & Spas,3
http://www.groupon.com/atlanta/deals/heavens-best-carpet-cleaning-1,Atlanta,159,104,65,27,1,0,8:57:00,10,1/24/2011,Mon,1,0,Home Services,2
http://www.groupon.com/atlanta/deals/smile-center-atlanta,Atlanta,419,360,86,53,1,0,24:17:00,25,1/24/2011,Mon,1,0,Health & Fitness,8
http://www.groupon.com/atlanta/deals/downtown-gourmet-atlanta,Atlanta,16,8,50,211,0,0,10:42:00,100,1/25/2011,Tue,1,0,Restaurants,3
http://www.groupon.com/atlanta/deals/my-pole-fitness-studio,Atlanta,70,40,57,43,0,0,15:57:00,15,1/25/2011,Tue,1,0,Health & Fitness,64
http://www.groupon.com/atlanta/deals/pizzabar,Atlanta,20,11,55,571,0,0,1:16:00,10,1/25/2011,Tue,1,0,Restaurants,17
http://www.groupon.com/atlanta/deals/canvas-on-demand-atlanta-4,Atlanta,127,82,65,1585,0,0,6:41:00,15,1/25/2011,Tue,2,0,Shopping,141
http://www.groupon.com/atlanta/deals/gone-with-the-wind-tour,Atlanta,37,19,51,422,0,0,9:17:00,50,1/25/2011,Tue,2,1,Other,27
http://www.groupon.com/atlanta/deals/something-delightful-bakery-cafe-atlanta,Atlanta,30,15,50,326,1,0,7:31:00,25,1/25/2011,Tue,1,0,Food & Drink,75
http://www.groupon.com/atlanta/deals/british-american-sporting-club,Atlanta,40,20,50,19,1,0,18:22:00,10,1/26/2011,Wed,1,0,Arts and Entertainment,4
http://www.groupon.com/atlanta/deals/fruition-farm,Atlanta,55,35,64,474,0,0,7:26:00,20,1/26/2011,Wed,1,0,Arts and Entertainment,13
http://www.groupon.com/atlanta/deals/kiwi-clean,Atlanta,190,141,74,996,1,0,7:11:00,50,1/26/2011,Wed,1,1,Professional Services,30
http://www.groupon.com/atlanta/deals/fairmont-chateau-whistler-atlanta,Atlanta,499,250,50,1,1,0,NULL,10,1/26/2011,Wed,3,0,Travel,13
http://www.groupon.com/atlanta/deals/bub-ba-q-atlanta,Atlanta,15,8,53,1619,0,0,6:05:00,25,1/26/2011,Wed,1,0,Restaurants,112
http://www.groupon.com/atlanta/deals/georgia-sports-hof-macon,Atlanta,35,20,57,5,0,0,24:13:00,3,1/26/2011,Wed,1,0,Arts and Entertainment,0
http://www.groupon.com/atlanta/deals/tough-mudder-atlanta,Atlanta,150,61,41,181,1,0,9:31:00,10,1/27/2011,Thu,4,0,Arts and Entertainment,196
http://www.groupon.com/atlanta/deals/national-museum-of-commercial-aviation,Atlanta,20,10,50,160,0,0,9:42:00,30,1/27/2011,Thu,4,0,Arts and Entertainment,31
http://www.groupon.com/atlanta/deals/autobell-car-wash-atlanta,Atlanta,44,24,55,1306,1,0,7:26:00,100,1/27/2011,Thu,1,1,Automotive,60
http://www.groupon.com/atlanta/deals/rocky-mountain-pizza-company-atlanta,Atlanta,15,8,53,1359,0,0,6:35:00,50,1/27/2011,Thu,1,0,Restaurants,147
http://www.groupon.com/atlanta/deals/natures-prime-organic-foods-atlanta-1,Atlanta,75,40,53,115,1,0,8:36:00,25,1/27/2011,Thu,1,0,Food & Drink,10
http://www.groupon.com/atlanta/deals/live-oac-atlanta,Atlanta,150,75,50,19,0,0,8:54:00,5,1/27/2011,Thu,4,0,Arts and Entertainment,7
http://www.groupon.com/atlanta/deals/bath-and-body-works-atlanta,Atlanta,20,10,50,2660,1,0,6:06:00,50,1/27/2011,Thu,1,0,Shopping,317
http://www.groupon.com/atlanta/deals/sonora-creek,Atlanta,120,72,60,163,1,0,10:31:00,25,1/27/2011,Thu,4,0,Arts and Entertainment,39
http://www.groupon.com/atlanta/deals/atlanta-vision-institute-1,Atlanta,2250,1275,57,145,0,0,9:12:00,3,1/28/2011,Fri,3,0,Beauty & Spas,30
http://www.groupon.com/atlanta/deals/kuroshio-sushi-bar-and-grille,Atlanta,35,20,57,1176,0,0,6:46:00,30,1/28/2011,Fri,3,0,Restaurants,115
http://www.groupon.com/atlanta/deals/la-bella-spa-and-salon,Atlanta,65,35,54,251,1,0,8:11:00,25,1/28/2011,Fri,3,0,Beauty & Spas,64
http://www.groupon.com/atlanta/deals/derma-luxe-atlanta,Atlanta,185,116,63,256,0,0,11:12:00,200,1/28/2011,Fri,3,1,Beauty & Spas,14
http://www.groupon.com/atlanta/deals/hungry-howies-pizza-atlanta,Atlanta,20,11,55,507,0,0,7:41:00,35,1/28/2011,Fri,3,0,Restaurants,34
http://www.groupon.com/atlanta/deals/sacred-garden-atlanta,Atlanta,120,85,71,152,1,0,10:41:00,35,1/29/2011,Sat,2,0,Health & Fitness,15
http://www.groupon.com/atlanta/deals/the-body-firm-atlanta-1,Atlanta,200,151,76,725,0,0,24:12:00,100,1/29/2011,Sat,3,1,Health & Fitness,82
http://www.groupon.com/atlanta/deals/suno-dessert-atlanta,Atlanta,10,5,50,425,1,0,9:52:00,100,1/29/2011,Sat,2,0,Food & Drink,48
http://www.groupon.com/atlanta/deals/childrens-dental-atlanta,Atlanta,338,263,78,120,0,0,9:20:00,10,1/29/2011,Sat,2,0,Health & Fitness,9
http://www.groupon.com/atlanta/deals/origaudio-atlanta,Atlanta,50,30,60,168,0,0,8:06:00,15,1/30/2011,Sun,1,0,Arts and Entertainment,11
http://www.groupon.com/atlanta/deals/ocoee-adventure-company-atlanta-1,Atlanta,319,160,50,127,1,0,13:47:00,25,1/30/2011,Sun,2,1,Arts and Entertainment,82
http://www.groupon.com/atlanta/deals/gardner-dermatology-atlanta,Atlanta,435,336,77,467,1,0,10:52:00,100,1/30/2011,Sun,2,0,Beauty & Spas,35
http://www.groupon.com/atlanta/deals/americas-top-dog,Atlanta,15,8,53,403,0,0,6:46:00,25,1/31/2011,Mon,1,0,Restaurants,12
http://www.groupon.com/atlanta/deals/cartique-carwash-atlanta,Atlanta,44,31,70,500,1,1,8:15:00,200,1/31/2011,Mon,1,0,Automotive,14
http://www.groupon.com/atlanta/deals/madras-chettinaad-atlanta,Atlanta,20,10,50,922,0,0,7:00:00,35,1/31/2011,Mon,1,0,Restaurants,51
http://www.groupon.com/atlanta/deals/pure-spa-and-salon-atlanta-1,Atlanta,215,140,65,209,1,0,8:22:00,20,1/31/2011,Mon,2,0,Beauty & Spas,20
http://www.groupon.com/atlanta/deals/moog-gallery-atlanta,Atlanta,85,50,59,143,0,0,10:47:00,50,1/31/2011,Mon,1,1,Shopping,25
http://www.groupon.com/atlanta/deals/paisanos-italian-restaurant,Atlanta,25,15,60,1100,0,0,6:30:00,15,1/31/2011,Mon,1,0,Restaurants,182
http://www.groupon.com/atlanta/deals/dressu-boutique,Atlanta,45,25,56,80,0,0,8:01:00,20,1/31/2011,Mon,1,0,Shopping,69
http://www.groupon.com/atlanta/deals/suddenly-slimmer-atlanta,Atlanta,150,81,54,379,1,0,9:23:00,50,1/31/2011,Mon,2,0,Beauty & Spas,27
http://www.groupon.com/atlanta/deals/totally-running,Atlanta,50,25,50,398,0,0,7:01:00,10,2/1/2011,Tue,1,0,Shopping,94
http://www.groupon.com/atlanta/deals/douglasville-therapeutic-massage,Atlanta,70,35,50,266,0,0,6:51:00,10,2/1/2011,Tue,1,0,Beauty & Spas,18
http://www.groupon.com/atlanta/deals/everyday-source-atlanta,Atlanta,20,10,50,303,1,0,6:21:00,15,2/1/2011,Tue,1,0,Shopping,13
http://www.groupon.com/atlanta/deals/tantra-restaurant-and-lounge,Atlanta,40,20,50,583,0,0,9:52:00,100,2/1/2011,Tue,3,0,Restaurants,52
http://www.groupon.com/atlanta/deals/serenity-med-spa-1,Atlanta,165,120,73,289,0,0,8:02:00,20,2/1/2011,Tue,1,0,Beauty & Spas,28
http://www.groupon.com/atlanta/deals/wrens-nest-house,Atlanta,16,8,50,303,0,0,9:01:00,50,2/1/2011,Tue,1,1,Arts and Entertainment,40
http://www.groupon.com/atlanta/deals/macon-film-festival-3,Atlanta,10,5,50,14,0,0,19:41:00,10,2/1/2011,Tue,1,0,Arts and Entertainment,3
http://www.groupon.com/atlanta/deals/right-wing-tavern,Atlanta,25,15,60,2326,0,0,6:10:00,30,2/2/2011,Wed,1,0,Restaurants,163
http://www.groupon.com/atlanta/deals/spa-at-evergreen,Atlanta,200,101,51,363,0,0,7:01:00,15,2/2/2011,Wed,1,0,Beauty & Spas,21
http://www.groupon.com/atlanta/deals/prestige-helicopters-atlanta,Atlanta,300,150,50,530,0,0,11:27:00,100,2/2/2011,Wed,3,1,Arts and Entertainment,70
http://www.groupon.com/atlanta/deals/camerons-kitchen,Atlanta,12,6,50,497,0,0,6:05:00,10,2/2/2011,Wed,1,0,Restaurants,45
http://www.groupon.com/atlanta/deals/hippohopp,Atlanta,30,15,50,1001,1,1,7:26:00,35,2/3/2011,Thu,2,0,Arts and Entertainment,80
http://www.groupon.com/atlanta/deals/pinupgirl-cosmetics,Atlanta,75,38,51,229,0,0,8:41:00,20,2/3/2011,Thu,1,1,Shopping,89
http://www.groupon.com/atlanta/deals/roswell-tea-house-2,Atlanta,20,10,50,1145,0,0,7:05:00,50,2/3/2011,Thu,1,0,Restaurants,46
http://www.groupon.com/atlanta/deals/ss-airsoft,Atlanta,20,10,50,743,0,0,7:41:00,20,2/3/2011,Thu,1,0,Arts and Entertainment,41
http://www.groupon.com/atlanta/deals/the-village-cafe,Atlanta,15,8,53,1225,0,0,6:10:00,10,2/3/2011,Thu,1,0,Restaurants,76
http://www.groupon.com/atlanta/deals/hal-jeffe-name-art,Atlanta,159,99,62,86,0,0,7:36:00,5,2/4/2011,Fri,2,0,Shopping,4
http://www.groupon.com/atlanta/deals/pampered-nail-and-body-spa,Atlanta,60,30,50,506,1,0,8:52:00,50,2/4/2011,Fri,2,0,Beauty & Spas,26
http://www.groupon.com/atlanta/deals/summits-wayside-tavern,Atlanta,20,10,50,2064,0,0,6:40:00,30,2/4/2011,Fri,2,0,Restaurants,75
http://www.groupon.com/atlanta/deals/mezz-spa-atlanta,Atlanta,320,221,69,327,0,0,20:31:00,200,2/4/2011,Fri,2,0,Beauty & Spas,28
http://www.groupon.com/atlanta/deals/barnes-noble-atlanta,Atlanta,20,10,50,17227,1,0,0:36:00,50,2/4/2011,Fri,4,1,Shopping,334
http://www.groupon.com/atlanta/deals/4-minute-carwash-and-detail,Atlanta,12,6,50,746,0,0,6:10:00,5,2/5/2011,Sat,1,0,Automotive,20
http://www.groupon.com/atlanta/deals/gezzos-surf-and-grille,Atlanta,15,8,53,243,0,0,7:55:00,15,2/5/2011,Sat,1,0,Restaurants,35
http://www.groupon.com/atlanta/deals/marietta-ice-center,Atlanta,20,11,55,398,0,0,11:12:00,100,2/5/2011,Sat,2,0,Arts and Entertainment,28
http://www.groupon.com/atlanta/deals/shoebacca-atlanta,Atlanta,50,25,50,2037,0,0,8:17:00,50,2/5/2011,Sat,1,1,Shopping,148
http://www.groupon.com/atlanta/deals/locos,Atlanta,25,13,52,457,0,0,9:16:00,100,2/5/2011,Sat,1,0,Nightlife,21
http://www.groupon.com/atlanta/deals/sol-oasis-atlanta-2,Atlanta,45,25,56,131,0,0,9:41:00,30,2/5/2011,Sat,1,0,Beauty & Spas,7
http://www.groupon.com/atlanta/deals/loca-luna-atlanta-2,Atlanta,35,18,51,2144,0,0,9:01:00,200,2/6/2011,Sun,2,1,Restaurants,102
http://www.groupon.com/atlanta/deals/boutier-wine-and-design,Atlanta,54,29,54,102,1,0,9:33:00,25,2/7/2011,Mon,1,0,Food & Drink,8
http://www.groupon.com/atlanta/deals/flirt-and-flutter,Atlanta,56,31,55,184,1,0,8:33:00,10,2/7/2011,Mon,1,0,Beauty & Spas,34
http://www.groupon.com/atlanta/deals/alluring-massage,Atlanta,65,33,51,188,1,0,7:21:00,15,2/7/2011,Mon,1,0,Beauty & Spas,6
http://www.groupon.com/atlanta/deals/harrys-pizza-and-subs,Atlanta,25,15,60,816,1,0,7:16:00,50,2/7/2011,Mon,1,0,Restaurants,27
http://www.groupon.com/atlanta/deals/lake-lanier-canopy-tours,Atlanta,100,55,55,2968,1,0,8:42:00,200,2/7/2011,Mon,1,1,Arts and Entertainment,196
http://www.groupon.com/atlanta/deals/the-frog-golf-club,Atlanta,190,105,55,166,0,0,9:26:00,30,2/8/2011,Tue,1,0,Health & Fitness,20
